category,text
Rave,"""' presentation on emirates airlines, malaysia, and klm done at web marketing class! what a great flight! '"""
Others,"""' - the marketing tactics of cathay pacific in 1974 T_URL '"""
Rant,"""'@singaporeair if assistance means calling the 1 800 number then i'd rather not! no ticket plus less than half the refund! '"""
News,"""'malaysia airlines sued by 2 boys over flight 370: 2 malaysian boys sue malaysia airlines, government over loss of father in missing f... '"""
Others,"""'__歙__歙_@airwaysnz: after flight time of 9hrs 3 mins she is here! @singaporeair is the 4th operator of the a380 @akl_airport T_URL '"""
Others,"""'farnborough 2012 - malaysia airlines a380 takes flight T_URL '"""
Ads,"""'i have shared my celebration pics with @british_airways and hope i get a chance to fly to london . share your pics now '"""
Others,"""'g-zbjd which has been under maintenance at vcv is set to return to the skies flying the flag for ba once more!! T_URL '"""
Rant,"""'@british_airways bos-lon last night. get to logan to be told ""not enough crew"". upgrade to british airways? not if you want full service. '"""
Others,"""'@krislefeuvre @british_airways they post all their deals on here too. twitter is a great medium for up to date news and information '"""
Rave,"""'@british_airways @realbasilbrush i often moan about you on my travels but you bricks did my folks proud ... for that i'm hugely grateful. '"""
Rave,"""'rt @lailirazak: last day in sarawak...it is been 3 years...n i will miss it... @mas have the best hospitality... T_POS_EMO T_URL '"""
Rant,"""'@imdxbzyy i'd reckon not to take malaysia airlines then '"""
Query,"""'@singaporeair how may i contact krisflyer from the philippines? i'm having problems w/ my account. thank you. '"""
Rant,"""'really disappointed at @cathaypacific that they ended up not kicking out of the plane just making our plane late over 20 mins. '"""
Others,"""'@british_airways what you need to know T_URL via @sharethis ~T_URL T_URL '"""
Query,"""'@british_airways could you tell me when i can expect a reply to a complaint i made (12791068) on sept 29th please? '"""
Query,"""'hi @british_airways i'm seeing an upgrade offer via ipad and android apps. but it seems stuck in a loop. and i cannot manage booking on web '"""
Others,"""'rt @nadiaazlan: baru lepas baca, dulu british airways mula-mula fly to kl in 1933. it took 9 days to get from london to kl. '"""
Others,"""'@british_airways @stevecollinson just google it so easy or dm me i will give it to u '"""
Query,"""'@british_airways lhr-pek out 10/12 ba39 rtn 15/12 ba39. why does prm eco price for rtn jump up by _歙_52 if i choose prm eco out instead of eco '"""
Others,"""'third 'wave' of singapore airlines charters to rockhampton airport this week T_URL '"""
Others,"""'two more tigerair flights on singapore-chennai route from december - the economic times... (T_URL '"""
Ads,"""'__歙__歙_@british_airways: @ogilvyone fantastic! well done ogilvy, another one! ^hel_･ﾋ_ loved this ad! congrats! '"""
News,"""'rt @classicpict: was malaysia airlines flight 370 shot down? T_URL '"""
Ads,"""'rt @mehekmahtani: heya, share your celebration pics, videos, moments etc with @british_airways &amp; stand chance to win flight t__歙__ '"""
Rave,"""'bumpy landing, but safely home! thank you british airways. xxxxx '"""
Ads,"""'omg! !here's @british_airways call to win big! ^_^ with get a chance to bag tickets to london &amp; be featured in their magazine '"""
Rant,"""'rt @sunnyleone: british airways downgraded my business/first class ticket 2 economy.obviously we refused 2 take that seat &amp; were thankfully__歙__ '"""
Query,"""'@british_airways my flight gla-lcy ba2213 was cancelled, i've landed at lgw instead - will ba refund my additional travel expenses incurred? '"""
News,"""'rt @dreamlifestyls: news: british airways launches fresh assault on air passenger duty T_URL '"""
Lead,"""'@allureishere dubai at the holidays will be nice. i flew @emirates b777 last year in f &amp; it was fab. looking forward to a380. @cathaypacific '"""
Urgent,"""'@slboot @british_airways but first it would just be great to be reunited with your bag, right?! '"""
Rant,"""'@british_airways no txt msg asking how ba183 was today? almost 90mins for bags. very poor! no info. no apologies. '"""
Rant,"""'@british_airways was only given a 3 minute local call in india! what use is that. i have had to pay for the internet myself. '"""
Ads,"""'rt @rimsriya: simply share special moments with and you could win air ticket to london! @british_airways '"""
Query,"""'@british_airways do not worry i think it is in hand - my husband is already speaking to someone about the issue. '"""
Lead,"""'has anyone ever flown with singapore airlines? was it good? '"""
Rant,"""'@british_airways 1 month since flight cancelled. standard scripted emails not answering my queries. horrible customer service and experience '"""
Others,"""'__歙__歙_@idrinkifuck: but really though.. T_URL @mas '"""
Others,"""'malaysia airlines business class 011114 shenanigans T_POS_EMO T_URL '"""
Query,"""'@british_airways what is wrong with your systems, cannot update payment card details in my account. does it need to wait for it support 2mrw? '"""
Query,"""'@british_airways i hope it is flying that route monday 17th nov '"""
Others,"""'singapore airlines. bound to manila! __歙___歙__歙_ @ singapore changi airport terminal 2 sunflower garden T_URL '"""
Rant,"""'ran to my gate as signs said gate was closing but not even opened! thanks @british_airways for the unexpected adrenaline rush '"""
Others,"""'@bryanmmoore @cathaypacific read a book , eat , watch movies '"""
News,"""'rt @mohitraj07: congratulations @british_airways for completing 90 years of flying in india. '"""
Rave,"""'new ba plane. still has new car smell. nice. thanks @british_airways T_URL '"""
Ads,"""'hi, jakartans! come and visit bayu buana booth at cathay pacific - hsbc travel fair, 23 - 26 october 2014 at... T_URL '"""
Query,"""'@british_airways where to go? i went to airport desk in johannesburg today and they told me they can only give me _歙_35 once. '"""
Others,"""'what is it with malaysia airlines and curious airplane incidents? '"""
Others,"""'rt @traveldailynews: flight simulation technique centre signs an agreement with tata-singapore airlines for pilot training T_URL '"""
Lead,"""'so excited to fly the 787 to yyz in march! @british_airways '"""
Ads,"""' tweet your happy celebration moments to @british_airways &amp; win big! '"""
Others,"""'rt @frosellaguilar: could @british_airways be reinforcing some stereotypes here? T_URL '"""
Others,"""'@british_airways cheers liam - bookmarked your website T_POS_EMO '"""
Rant,"""'@british_airways been waiting since 29/8 for customer relations to resolve a problem,it is actually embarrassing now,constant broken promise! '"""
Rave,"""'@british_airways on time performance on ba763 today with a great crew! let us see if ba1486 can deliver T_POS_EMO T_URL '"""
Query,"""'@british_airways hi, do you treat child carrier rucksacks the same as a buggy? i.e. can i take it to the gate and pop it in the hold? '"""
Ads,"""'wanna go free london trip share celebration pics with @british_airways '"""
Others,"""'""@pweedyella: nana aba be british airways??"" british airways start dey give visa? '"""
Lead,"""'@westwoodlee @emirates it is hard to pick a fav between @emirates and @singaporeair '"""
Lead,"""' has this fascination with airplanes..especially malaysia airlines. T_URL '"""
Ads,"""'rt @rsairajeswari: enter in the @british_airways celebrations &amp; get a chance to win air ticket to london T_POS_EMO '"""
Others,"""'rt @aleeletsche: @british_airways @lukeslobster - eat at luke's lobster yum yum '"""
Others,"""' - T_URL british airways a380: what you need to know error '"""
Others,"""'sq366 singapore airlines b777 216er 9v-svm singapore(sin)-rome(fco) '"""
News,"""'what it is like to fly the $23,000 singapore airlines suites class T_URL T_URL is saving miles for this! '"""
Others,"""'rt @matadornetwork: and for us too! rt @djpeltier: .@virginamerica is having a big wk T_URL @british_airways @lonelyplanet__歙__ '"""
Others,"""'@juliahb1 @jbpugh @british_airways me here, i'm having trouble downloading twitter on my new phone. '"""
Ads,"""'chicago to mauritius $894 round-trip on british airways for in dec T_URL '"""
Others,"""'@simplyluxurytvl @british_airways what a gal! good deed done for the week. '"""
Others,"""'inaugural singapore airlines charity run 2014! amazing race and love the medal and lanyard design! T_URL '"""
Others,"""'emailing charity organizations, calling malaysia airlines, messaging event organizers, i feel way too mature hahaha '"""
Query,"""'@british_airways please can you check your dm folder? '"""
Others,"""'this is what it looks like onboard malaysia airlines flights now '"""
Others,"""'my article in @british_airways business life magazine is here. T_URL '"""
Others,"""'rt @mark_mowbray: @british_airways concorde at @nclairport many years ago @northumbriaheli @flyhellas @mark_aviation @lucasnewcastle T_URL '"""
Query,"""'@british_airways is there a problem at lhr? ba0178 delayed 9 hours from jfk, indeed all jfk flights to lhr are also delayed '"""
Ads,"""'openskies loves new york and paris - british airways new campaign : - T_URL via @youtube '"""
Query,"""'@british_airways huwdavies04@hotmail.com and it is 07973333255. does anybody know if i'm going to get my case or what? '"""
Rant,"""'@british_airways hi, recently flew from heathrow to budapest and the flight ran out of food. the flight was not full and no apology. '"""
Urgent,"""'@british_airways hi - cannot dm. 1 case arrived but it has been broken into - othr case still mia. reed + loews regency should b on system '"""
Rant,"""'@slboot @british_airways shocking customer service! seriously considering whether i want to travel ba again given your experience. '"""
Query,"""'@british_airways that is fine with me. how can i forward my telephone number to you without it appearing publicly? '"""
Rave,"""'cathay pacific's first class comes in 1-2-1 configuration which is why ""every seat is an aisle seat."" '"""
Others,"""'edreams reaches partial agreement with iberia, british airways on airfares: iberia and british airways reached... T_URL '"""
Others,"""'@british_airways my sister sitting in a red arrow at an airshow when she was 5 years old. T_URL '"""
Others,"""'latest blog:rising tide in air travel T_URL @americanair @singaporeair @etihadairways @brandenergy @airwaysnews '"""
Query,"""'@british_airways why no upgrades on a flight in 6 days with plenty of seats left. return leg opened 2 weeks ago. '"""
Ads,"""'see trendy tweets as regards singapore airlines on 11/03/2014 T_URL '"""
Ads,"""'@british_airways is celebrating 90 years in india, be a part and win tickets to london '"""
Others,"""'the new lounge at T_URL '"""
Others,"""'.@british_airways 747 and a380 both around 30,000ft T_URL '"""
