News,"""""@ascorrespondent: has lost two planes this year,sends thoughts to relatives @mas"""""
Rant,"""ear 1, 57/365 obviously not @british_airways @virginamerica @easyjet @ryanair @monarch @singaporeair @airasia T_URL"""
Rant,"""ikes, $1171 bill on @singaporeair flight. would not want to submit that expense report. T_URL"""
Rant,"""o @singaporeair lets do this 14 hour flight to heathrow _迓太迓跳_"""
Rant,"""ou cannot just make me simply not go for a run i already paid for ???? a singapore airlines run, to be exact. not some cartoon."""
Rant,"""ainul &amp; audi, @singaporeair ground crew at check-in desk are so nice! polite, friendly, helpful. kudos to the"""
Rant,"""ero idea how @singaporeair won conde nast airline of 2014. been sitting on tarmac for 30 mins plus they do not answer customer queries"""
Rant,"""迓蘝迓搪@alwaysboleh: @asksirstamford they make it as difficult as possible for you to claim miles迓蘝迓蘝迓蘝 it is ridiculous, only 600 or so @singaporeair"""
Rant,"""迓蘝迓搪@erinbury: wow - @jeremygutsche charged $1,200 for using the in-flight wifi on @singaporeair. T_URL did they have t&amp;c's?"""
Rant,"""迓蘝迓搪@jboydnyc: @pfro @tashchs @singaporeair you are both kind, gracious ladies!迓蘝迓蘝迓蘝 i only said that for the caviar and"""
Rant,"""迓蘝迓搪@mysteriousfact: singapore airlines have ""corpse cupboards"" to store people who die mid-flight.迓蘝迓蘝迓蘝 @meaganlim tell me this is not true hahahah"""
Rant,"""迓蘝迓搪@singaporeair : T_URL T_URL looks like another bkk trip is due迓宕_迓躺@jan_ng"""
Rant,"""迓蘝_ which we had planned for the last 6 months !! @singaporeair"""
Rant,"""迓太夦_夦鈮鯻壽迓太夦_夦忮绿郷迓太夦_夦忮洛礯迓太夦_夦鈅迓蘝_迓踏 www.freefollow迓蘝迓蘝迓壽�.info _迓太夦_夦忮洛礯迓太夦_夦鈅_迓太夦_夦鈮鯻太_迓太夦_夦鈅_迓太夦_夦鈮鯻濠 @dinuakshi @matttully @donwani007 @singaporeair @stowtom2010 @hitmeinam1 @joyceodukoya"""
Rant,"""@singaporeair done. thanks for your help. """
