News,"""""@ascorrespondent: has lost two planes this year,sends thoughts to relatives @mas"""""
Rant,"""bodge93 @peterwdj @mas @ed this is @rocious"""
Rant,"""bodge93 @vhalsall @mas @ed has blocked me for some reason?!"""
Rant,"""bodge93 fuck were you there?! my bad thought i knew nobody there! merry @mas to you xxx"""
Rant,"""boeing777fans @spottingatman does malaysia airlines still fly to man"""
Rant,"""boeingairplanes @mas try not to lose this one - ok?"""
Rant,"""bonnierakhit @mas @dannalangkawi @verypcc rather sad i'm not coming with you! x"""
Rant,"""born2bscouse @leazeslad @paddybarclay @nufc for @mas? if so be careful. going missing &amp; getting shot down like it is going out of fashion!"""
Rant,"""boydonsports all we need is malaysia airlines and we hit our dumb analogy bingo"""
Rant,"""breakfastnews 2014 has been a year 4 @mas &amp; . . mum says she does not want 2 fly ever-again."""
Rant,"""brettski98t leaving home. if anything happens, i love you.. teensy bit worried since it is malaysia airlines after all."""
Rant,"""brianmellor7 @mas where is the plane?"""
Rant,"""british_airways @mas yes i know that now, shame it was not clear before i booked!"""
Rant,"""british_airways no upgrade for being oneworld emerald? i can get 2x while flying @mas"""
Rant,"""british_airways no, not availability - @mas never seem to credit miles for my flights to baec or they never show up! waiting weeksT_NEG_EMO"""
Rant,"""british_airways or was that @mas"""
Rant,"""british_airways, few months later, you mailed me to say you have changed it and that instead i will flight on malaysia airlines. 2/2"""
Rant,"""brook_lynbridge i'd even consider malaysia airlines at this point..."""
Rant,"""brown_moses @bellingcat they were too lazy to even get a correct image of a malaysia airlines plane? hilarious."""
Rant,"""bubblewink still waiting for news. they said it crashed.not confirmed yet. so sad for our country this year. with malaysia airlines and all"""
Rant,"""bytebot @mas @megumifujikawa but much cheaper to fly into nrt. the premium to fly into hnd vs nrt can be $700. that is a shit load of sushi."""
Rant,"""bytebot @mas @megumifujikawa i'm just pointing out that fare differentials can be quite large. hnd ""nicer"" but can be at significant cost."""
Rant,"""bytebot @mas @my_airports cannot believe they are still doing that!"""
Rant,"""bytebot @mas i had the same experience with lufthansa. nothing even after 1 hour delay. too many excel guys in management"""
Rant,"""bytebot what happen? @my_airports @mas"""
Rant,"""c_elinnnnnnn hahhaa. as long as you dont take malaysia airlines. you should be more than fine hehehe _迓太迓绦迓躺"""
Rant,"""capucineboncenn @mas well, all i can do is tweet and post and talk to my contacts about this terrible experience. bad publicity!"""
Rant,"""cctvnews warning about a single customer terror and attacks @mas received before the tragedy T_URL"""
Rant,"""cha_boi_pkile say you are going but do not show up and say you are malaysia airlines 370; or wear a red smock and say you are an ebola nurse."""
Rant,"""chalkone @duncasaurus_ so sad T_NEG_EMO. it reminded me of malaysia airlines mh370. idk how the hell these airplanes disappear."""
Rant,"""channelnewsasia @weareqatar its @airasia - not @mas"""
Rant,"""chelleyness @mas going airport later"""
Rant,"""chelleyness @mas they not replying me. they ignoring me. i can cry"""
Rant,"""ciceromax1 @shahrulghani @mas not longer than our lives"""
Rant,"""cloud9_jack @southwestair id rather fly @mas _迓太迓绦迓宓"""
Rant,"""cnn @momma4america @airasia your fine as long as you do not fly on any malaysia airlines flights. lol"""
Rant,"""cnn conveniently omitted the fact that @mas had an excellent safety record, had flown millions of miles and its pilots very experienced.."""
Rant,"""cnnbrk @cnn this is looking pretty stupid and dumb @mas another country should take over now rescue recovery operations are to slow&amp;sloppy"""
Rant,"""cnnbrk wonderful. but they still cannot find @mas lol"""
Rant,"""cnnmoney trust me: asians will continue to support @airasia! i will certainly continue to fly it and @mas! and i've been flying for 35 yrs!"""
Rant,"""coality hi diane, @mas will issue you with their own pnr to enable online check-in. ^gareth"""
Rant,"""colombianpablo not necessarily; you would just have to really trust your pilot(s). malaysia airlines was not a very good airline company."""
Rant,"""connorhoughtonx @mollieebunyan @mas ooooh sorry"""
Rant,"""corrigansfood chef! how do i reach you about your collaboration with @mas?"""
Rant,"""coupenyr they ask if you have life insurance before you board malaysia airlines"""
Rant,"""csdanger @orourkejoe thanks joe, if you are about 2ft and happy to fly with malaysia airlines then you are more than welcome."""
Rant,"""csiamumbai @mas 10 hours stranded and still no solution"""
Rant,"""dailymailau agree! @mas and govt shd be held responsible. 300+ lives just vaporised and no one giving a toss. utter disgrace"""
Rant,"""daniadeedee @mas well. so much so, it is a national airline. they tried their very best through this hard times."""
Rant,"""daniadeedee imo, the gate staff u mentioned earlier were just the bad apple of ""malaysian hospitality"". there is some good ones here @mas"""
Rant,"""danielcohen82 malaysia airlines did it too. it is expected now during management involving fatalities to show respect."""
Rant,"""daniellemcxs what did ever happen to accusations of alleged assault by flight attendant on @mas i'd say she was talking crap!"""
Rant,"""danpetersdesign no way am i flying with anything to do with malaysia airlines anytime soon!"""
Rant,"""darthmaul13 wearing it not an option as h2b will be with me! if @mas could let me take my dress + carry on i'd be happy"""
Rant,"""datukhensem @mas what happen?"""
Rant,"""datukhensem @mas what happen? tak faham sgt"""
Rant,"""daughterette @sayahesmel @tonyfernandes @mas h he was not making fun of mas or taking advantage. not the time to say such hurtful things"""
Rant,"""delta i would have rather been on malaysia airlines flight mh370 than to fly with this douchebag."""
Rant,"""demarcusrfnet what do you mean again? the other lost plane was malaysia airlines not airasia"""
Rant,"""df7cfc malaysia airlines. you never know where you will end up.."""
Rant,"""dickson_trevor but really @mas &gt; @americanair"""
Rant,"""digi_telco @mas 20dec2014 0700 return 21dec2015 0600 booking attempt cancelled because of sms passcode for payment was delayed,is it fair?"""
Rant,"""dinakaran_web also also has r/c g550's that are legitimate , they do have the code and the authority given by @mas but 90 min in fligh"""
Rant,"""dingo_pete @mas @airasia good to hear pete _迓太迓跳迓踏_迓太迓跳迓糖"""
Rant,"""diverdan_daniel @mas it is a shame for mh for malaysian to switch to other carrier.it is all about mh customer service and how they treat ff"""
Rant,"""diverdan_daniel @mas sorry my account details was lost before this. i have since switch to take cx and manage to be in mpc diamond now."""
Rant,"""dividedly2015 @mas do you think @briankrebs hairline could get through that airline straight. because his hairline freckin curvy"""
Rant,"""dizzyoz1 @bambou2012 we see this later down the road, keep records of everything he does says, also dca liow , and former ceo of @mas yohoi"""
Rant,"""djeglin @mas that is terrible service, david. we are sorry to hear it! please leave a review of your experience on our site &amp; we will share it!"""
Rant,"""djflore @patrickdjp @neillstrain @mas @british_airways didnt realise you were here xox did you have a good time?"""
Rant,"""dnomadtraveler same experience : rudest staff giving contradictory info/lies. no response to emails/tweets @mas"""
Rant,"""dnomadtraveler same experience on my end: rudest staff on the phone + nous response to email or tweets. @mas"""
Rant,"""doublewidesfly @mas &lt;-- worst airport ever."""
Rant,"""doublewidesfly @mas definitely something i hate"""
Rant,"""doublewidesfly @thepointsguy @mas damn only got to try out their business class, hopefully will get first class eventually."""
Rant,"""dougbenson malaysia airlines is where you are actually at"""
Rant,"""dpastern nono that was malaysia airlines, the one starting with mh, this is another malaysian airline called airasia, which taylor endorsed"""
Rant,"""drmarranci @arjanelfassed and yet the number of deaths on that graph do not represent all. malaysia airlines alone had more!"""
Rant,"""drshikin easy. all the existing crony-related contracts that been sucking the profitability out of @mas must go. it hs to be real business."""
Rant,"""drukcrook @bhutanairlines @airasia @mas trust us,safety is our highest priority"""
Rant,"""drukcrook @drukair @bhutanairlines @airasia @mas they were air fighters pilots. they were only good at flying without passengers."""
Rant,"""duurianne @mas before joining mh worked at selberan. customer's diamonds dropped off frm casting oso me do not take."""
Rant,"""duurianne @mas dad teach frm young never take whatever does not belong to us. pax dropped a stack of us$$ in closet returned."""
Rant,"""duurianne @mas lol wil ask my macai off load 1 pc to replace broken piece ""collection"" _迓太迓绦夦_澶 many macai stil flyin _迓太迓绦夦_澶 T_URL"""
Rant,"""duurianne @mas saddest part me served nearly quarter century only kept one pc. coffee cup maid broke it. now mau pun takde.. _迓太迓绦迓澧_迓太迓绦迓澧"""
Rant,"""duurianne @mas seen mgmt&amp;crews has dozens sets frm 1st to business class stashed in cabinets as display *crystals wine glass too. me none_迓太迓绦迓澧"""
Rant,"""dv_braza always. why do you think all of a sudden we do not hear about malaysia airlines? or even ebola? lol it is crazy."""
Rant,"""earthuncutt we still need you do not ever go close to malaysia airlines is dangerous"""
Rant,"""easyjet is the worst airlines ever! after last nights flight, i would rather chance with @mas. appalling, it is almost farcical!"""
Rant,"""eddydaud @akbar_ali @tonyfernandes @azwanbro @mas @hanifhanif8 @saladinmy @khairykj persistent! i'd rather mas clsd down then gve to aa."""
Rant,"""eddydaud @akbar_ali @tonyfernandes @azwanbro @mas @hanifhanif8 @saladinmy @khairykj wld be embrsement to mlysia service standard."""
Rant,"""edward_767 @thamwaikeong @mas 1/3billion $ worth of airplane too, think of all the patents that will be circumnavigated next 100yrs"""
Rant,"""edward_767 @thamwaikeong @mas yes y got a point there,ed even w/o a rwy they get the gold bars worth 1/3 billion,more sense it makes get"""
Rant,"""edward_767 @thamwaikeong it is not an obsession ed, it is""know what i am doing in our p.i.,work""here,systematically closing in on the @mas"""
Rant,"""em_ni_c i do not want to fly malaysia airlines though, the mere thought of it sends me into a panic"""
Rant,"""emilyhasbooks not really @lindt fault much like malaysia airlines"""
Rant,"""emshelx @mas it is amazing! i am eating delicious malaysian curry at either 1am or 9am depending on which time zone i pick _迓太迓绦迓宓"""
Rant,"""emwhitey @mas @6prbreakfast copious flashing of a new engagement ring did not help us either. bloody party pooper airlines."""
Rant,"""ennasocrowned it is just coz the malaysia airlines one, they were reputable so it was a shock. yet we do not hear when a west african plane.."""
Rant,"""ericvdunn should you ever fly malaysia airlines? to answer both questions. no"""
